transactions,date,day_of_week,customer_name,age_group,gender,occupation,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status
TXN-QMNW-58472072,5-Jul-24,Friday,Thida Zaw,18-24,Male,Government Employee,Mawlamyine,Mudon,AYAPay,Android,P2P Transfer,148000,0,148000,Completed
TXN-KHMN-81809261,9-May-24,Thursday,Nge Htay,35-44,Female,Private Sector Employee,Bago,Waw,KBZPay,Android,P2P Transfer,106000,0,106000,Completed
TXN-CKRA-73161128,29-Mar-24,Friday,Htet Myint,35-44,Female,Private Sector Employee,Taunggyi,Taunggyi Township,AYAPay,Android,P2P Transfer,291500,0,291500,Completed
TXN-HJBN-10494618,20-Dec-24,Friday,Phyo Lay,25-34,Male,Business Owner,Bago,Waw,KBZPay,Android,P2P Transfer,375000,0,375000,Completed
TXN-IVTI-97227543,7-Dec-24,Saturday,Naing San,18-24,Female,Business Owner,Myitkyina,Myitkyina Township,KBZPay,Android,P2P Transfer,147500,0,147500,Completed
TXN-FSLP-96963720,14-Jun-24,Friday,Naing Aung,35-44,Female,Government Employee,Dawei,Dawei Township,AYAPay,Android,P2P Transfer,158000,0,158000,Completed
TXN-JSAT-53649856,17-Feb-24,Saturday,Min Lay,25-34,Female,Freelancer,Mawlamyine,Mudon,KBZPay,Android,P2P Transfer,155000,0,155000,Completed
TXN-QOBK-35109765,19-Dec-24,Thursday,Aung Thant,35-44,Female,Trader / Merchant,Taunggyi,Hopong,AYAPay,Android,P2P Transfer,205500,0,205500,Completed
TXN-KTRP-21594732,29-Nov-24,Friday,Nge Win,35-44,Male,Business Owner,Bago,Bago Township,AYAPay,Android,P2P Transfer,108000,0,108000,Completed
TXN-JCNT-93511292,10-Oct-24,Thursday,Thu Thu,45-54,Female,Private Sector Employee,Myitkyina,Waingmaw,Wave Money,Android,P2P Transfer,102000,0,102000,Completed
TXN-OOIZ-00631622,11-Aug-24,Sunday,Htet Naing,55+,Male,Student,Naypyitaw,Zabuthiri,Wave Money,Android,P2P Transfer,46000,0,46000,Completed
TXN-ESTZ-87169981,16-Jul-24,Tuesday,Myo Lwin,25-34,Male,Government Employee,Bago,Waw,KBZPay,Android,P2P Transfer,67500,0,67500,Completed
TXN-TKTT-02638798,18-Feb-24,Sunday,Myat Thu,35-44,Male,Business Owner,Bago,Tanatpin,AYAPay,Android,P2P Transfer,275000,0,275000,Completed
TXN-GNJL-06199639,7-Jan-24,Sunday,Aye Soe,35-44,Female,Farmer,Myitkyina,Myitkyina Township,AYAPay,Android,P2P Transfer,241500,0,241500,Completed
TXN-QASU-72430011,28-May-24,Tuesday,Thida Htun,35-44,Male,Teacher,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,112000,0,112000,Completed
TXN-CTRU-04439747,18-Dec-24,Wednesday,Thu Hlaing,25-34,Female,Factory Worker,Bago,Tanatpin,OK Dollar,Android,P2P Transfer,234500,0,234500,Completed
TXN-RLTD-91884020,23-Mar-24,Saturday,Phyo Myint,25-34,Male,Business Owner,Pathein,Pathein Township,Wave Money,Android,P2P Transfer,345000,0,345000,Completed
TXN-ECOW-97859625,20-Jun-24,Thursday,Daw Nyi,25-34,Female,Private Sector Employee,Bago,Tanatpin,Wave Money,Android,P2P Transfer,83000,0,83000,Completed
TXN-UVQT-65125784,10-Dec-24,Tuesday,Myo Phyo,18-24,Female,Trader / Merchant,Bago,Waw,Wave Money,Android,P2P Transfer,117000,0,117000,Completed
TXN-SDHO-28356897,7-May-24,Tuesday,Yee Thant,25-34,Male,Freelancer,Dawei,Yebyu,OK Dollar,Android,P2P Transfer,225000,0,225000,Completed
TXN-DRVB-70728876,4-Jan-24,Thursday,Mg Soe,35-44,Male,Freelancer,Taunggyi,Taunggyi Township,KBZPay,Android,P2P Transfer,369000,0,369000,Completed
TXN-ZBPB-71271694,29-Mar-24,Friday,Shwe Aung,35-44,Female,Trader / Merchant,Pathein,Maubin,Wave Money,Android,P2P Transfer,185000,0,185000,Completed
TXN-HRGE-53999924,26-Oct-24,Saturday,Thida Thu,25-34,Female,Government Employee,Yangon,Kamayut,KBZPay,Android,P2P Transfer,34500,0,34500,Pending
TXN-EVOC-72649253,16-Feb-24,Friday,Thet Thu,18-24,Male,Government Employee,Yangon,Mayangon,CB Pay,iOS,P2P Transfer,216500,0,216500,Failed
TXN-VEYR-93213481,2-Oct-24,Wednesday,Min Oo,18-24,Female,Student,Taunggyi,Taunggyi Township,KBZPay,Android,P2P Transfer,87000,0,87000,Failed
TXN-NMSL-26689641,21-Jul-24,Sunday,Thu Soe,25-34,Female,Private Sector Employee,Taunggyi,Taunggyi Township,AYAPay,iOS,P2P Transfer,216000,0,216000,Failed
TXN-IEJQ-44555987,30-Apr-24,Tuesday,Nge Htun,55+,Female,Private Sector Employee,Yangon,Dagon,CB Pay,Android,Bill Payment,41000,0,41000,Pending
TXN-LKUM-10114829,28-Nov-24,Thursday,Ma Thu,25-34,Male,Teacher,Naypyitaw,Dekkhina,Wave Money,Android,Salary Credit,434500,0,434500,Pending
TXN-SRBN-00689855,1-Oct-24,Tuesday,Min Win,25-34,Male,Trader / Merchant,Mandalay,Maha Aungmye,AYAPay,Android,P2P Transfer,500000,0,500000,Failed
TXN-CPVQ-82105493,16-Oct-24,Wednesday,Yee Naing,25-34,Female,Business Owner,Yangon,Bahan,AYAPay,Android,Cash In,77000,0,77000,Failed
TXN-TEEN-83746196,21-Aug-24,Wednesday,Khin Soe,35-44,Female,Trader / Merchant,Yangon,Dagon,Wave Money,Feature Phone,Merchant Payment,58500,0,58500,Pending
TXN-UVHH-08479200,20-Feb-24,Tuesday,Pyae Shwe,45-54,Female,Trader / Merchant,Mandalay,Maha Aungmye,CB Pay,iOS,P2P Transfer,67500,0,67500,Pending
TXN-HTXE-85984693,28-Mar-24,Thursday,Naing Zin,45-54,Female,Business Owner,Taunggyi,Taunggyi Township,KBZPay,Feature Phone,Cash In,143500,0,143500,Pending
TXN-TYAS-10444518,24-Mar-24,Sunday,Aye Myint,35-44,Male,Healthcare Worker,Yangon,Mingaladon,AYAPay,iOS,P2P Transfer,78500,0,78500,Failed
TXN-WSWC-04474752,6-Jun-24,Thursday,Ko Myint,18-24,Female,Student,Yangon,Dagon,Wave Money,Android,Bill Payment,16000,0,16000,Failed
TXN-SVNX-49578061,26-Mar-24,Tuesday,Thu San,25-34,Male,Business Owner,Taunggyi,Hopong,OK Dollar,Android,Bill Payment,173500,0,173500,Pending
TXN-JOXE-45615656,4-Feb-24,Sunday,Aung Shwe,35-44,Female,Student,Taunggyi,Hopong,Wave Money,Feature Phone,Merchant Payment,61500,0,61500,Failed
TXN-PIUR-03993676,12-Dec-24,Thursday,Phyo Lwin,25-34,Female,Student,Yangon,Kamayut,Wave Money,Android,Bill Payment,72000,0,72000,Failed
TXN-SWKF-80440495,19-May-24,Sunday,Myat Myint,25-34,Male,Private Sector Employee,Pathein,Yegyi,Wave Money,iOS,Merchant Payment,69000,0,69000,Failed
TXN-ZZYZ-91288784,14-Apr-24,Sunday,Shwe Min,25-34,Male,Private Sector Employee,Pathein,Yegyi,AYAPay,Feature Phone,Merchant Payment,50500,0,50500,Failed
TXN-QMHI-53232271,28-Jun-24,Friday,Su Lay,18-24,Female,Freelancer,Sittwe,Sittwe Township,Wave Money,Android,P2P Transfer,227000,0,227000,Failed
TXN-FYHJ-71081525,24-Jun-24,Monday,Zaw Shwe,35-44,Male,Healthcare Worker,Mawlamyine,Mawlamyine Township,OK Dollar,Android,Bill Payment,25500,0,25500,Failed
TXN-SBEO-07303456,5-Jul-24,Friday,Wai Zin,25-34,Female,Student,Mandalay,Patheingyi,Wave Money,Feature Phone,P2P Transfer,143500,0,143500,Failed
TXN-MZWE-58189190,12-Dec-24,Thursday,Myat Tun,45-54,Male,Business Owner,Yangon,Bahan,KBZPay,Feature Phone,Cash In,353000,0,353000,Failed
TXN-SFBF-40451746,25-Jul-24,Thursday,Myo Thu,25-34,Female,Student,Yangon,Insein,AYAPay,Android,Merchant Payment,44500,0,44500,Pending
TXN-UHQA-35515750,14-Sep-24,Saturday,Aye Thu,18-24,Female,Private Sector Employee,Mandalay,Patheingyi,Wave Money,Android,P2P Transfer,33000,0,33000,Failed
TXN-IWIS-90111446,5-Apr-24,Friday,Ko Htay,25-34,Female,Trader / Merchant,Mandalay,Aungmyaythazan,KBZPay,Feature Phone,Merchant Payment,62500,0,62500,Pending
TXN-GRBH-87065862,18-Jun-24,Tuesday,Yee Htay,18-24,Female,Private Sector Employee,Mandalay,Aungmyaythazan,Wave Money,Android,Merchant Payment,78500,0,78500,Failed
TXN-ZOBY-12837024,24-Nov-24,Sunday,Shwe Htun,25-34,Male,Government Employee,Mandalay,Aungmyaythazan,Wave Money,iOS,Bill Payment,31000,0,31000,Failed
TXN-HTMT-06710474,16-Mar-24,Saturday,Khin Myint,25-34,Male,Private Sector Employee,Yangon,Mayangon,AYAPay,Android,P2P Transfer,188500,0,188500,Failed
TXN-APRF-61776678,21-Aug-24,Wednesday,Su Khaing,18-24,Male,Student,Yangon,Mayangon,AYAPay,Android,Merchant Payment,16500,0,16500,Failed
TXN-FFFJ-59181298,23-May-24,Thursday,Khin Naing,18-24,Male,Freelancer,Taunggyi,Taunggyi Township,Wave Money,Android,Merchant Payment,51500,0,51500,Failed
TXN-PWEU-72818162,6-Jul-24,Saturday,Naing Shwe,45-54,Male,Freelancer,Yangon,Bahan,AYAPay,Android,Merchant Payment,22000,0,22000,Failed
TXN-MPSX-97911380,27-Nov-24,Wednesday,Myat Naing,35-44,Female,Trader / Merchant,Yangon,Dagon,AYAPay,Android,Mobile Top-up,5500,0,5500,Failed
TXN-PMMP-17160696,19-Nov-24,Tuesday,Aung Soe,18-24,Male,Freelancer,Myitkyina,Waingmaw,Wave Money,iOS,Bill Payment,200000,0,200000,Failed
TXN-CJEU-22018291,16-Sep-24,Monday,Kyaw Phyo,45-54,Male,Business Owner,Yangon,Kamayut,AYAPay,iOS,Mobile Top-up,20000,0,20000,Pending
TXN-QVBW-59018486,26-Jan-24,Friday,Myat Maung,25-34,Male,Freelancer,Mawlamyine,Kyaikmaraw,AYAPay,Feature Phone,P2P Transfer,92000,0,92000,Pending
TXN-AVMB-71648553,3-Oct-24,Thursday,Myo Mon,45-54,Female,Business Owner,Bago,Waw,CB Pay,Android,Merchant Payment,80000,0,80000,Pending
TXN-CVNR-41200916,9-Mar-24,Saturday,Shwe Min,25-34,Male,Private Sector Employee,Yangon,Dagon,KBZPay,Android,Mobile Top-up,5000,0,5000,Failed
TXN-ILTD-51974410,26-Mar-24,Tuesday,Daw Nge,45-54,Male,Trader / Merchant,Yangon,Mayangon,Wave Money,iOS,Bill Payment,20500,0,20500,Pending
TXN-UGZE-98619953,30-Mar-24,Saturday,Phyo Lay,18-24,Female,Private Sector Employee,Yangon,Thingangyun,KBZPay,iOS,Bill Payment,22500,0,22500,Failed
TXN-CBJY-28100163,10-Feb-24,Saturday,Pyae Khaing,25-34,Female,Business Owner,Yangon,Kamayut,Wave Money,Feature Phone,Bill Payment,82000,0,82000,Pending
TXN-YORE-09663670,25-Nov-24,Monday,Ei Khaing,55+,Female,Trader / Merchant,Yangon,Insein,AYAPay,Feature Phone,P2P Transfer,196000,0,196000,Failed
TXN-ZCXJ-02060627,19-Jul-24,Friday,Ko Nge,25-34,Male,Student,Yangon,Insein,AYAPay,iOS,Bill Payment,52500,0,52500,Failed
TXN-IMQV-94570529,20-Jan-24,Saturday,Myat Thant,25-34,Female,Private Sector Employee,Taunggyi,Hopong,KBZPay,Android,P2P Transfer,244500,0,244500,Failed
TXN-XXST-74474265,9-Aug-24,Friday,Shwe Thant,35-44,Male,Private Sector Employee,Mandalay,Patheingyi,CB Pay,iOS,Mobile Top-up,5000,0,5000,Pending
TXN-VJCE-74218188,12-Apr-24,Friday,Thida Moe,18-24,Female,Government Employee,Taunggyi,Lawksawk,AYAPay,Android,Cash In,276000,0,276000,Failed
TXN-IGQV-98975820,22-Jun-24,Saturday,Pyae Htay,18-24,Male,Private Sector Employee,Naypyitaw,Pobbathiri,Wave Money,iOS,Merchant Payment,78000,0,78000,Failed
TXN-UVWZ-02566247,19-Jun-24,Wednesday,Thura Min,18-24,Male,Business Owner,Bago,Bago Township,AYAPay,Android,P2P Transfer,139500,0,139500,Failed
TXN-CLSK-87999866,1-Apr-24,Monday,Phyo Htun,45-54,Male,Government Employee,Mandalay,Aungmyaythazan,CB Pay,Android,Mobile Top-up,3500,0,3500,Pending
TXN-LUKD-58684151,25-Mar-24,Monday,Nyein Maung,45-54,Male,Private Sector Employee,Bago,Tanatpin,Wave Money,Feature Phone,Bill Payment,101500,0,101500,Failed
TXN-AQHK-77423155,9-Nov-24,Saturday,Kyaw Nyi,35-44,Female,Factory Worker,Mandalay,Maha Aungmye,AYAPay,Android,Cash In,214000,0,214000,Failed
TXN-HOAF-51676216,27-Apr-24,Saturday,Shwe Nge,45-54,Male,Factory Worker,Yangon,Dagon,AYAPay,Android,Bill Payment,106500,0,106500,Failed
TXN-TTGQ-48248261,5-Feb-24,Monday,Myat Thant,25-34,Female,Private Sector Employee,Yangon,Thingangyun,Wave Money,Android,P2P Transfer,500000,0,500000,Failed
TXN-AMPF-81802984,4-Feb-24,Sunday,Shwe Kyaw,45-54,Female,Freelancer,Mandalay,Chanayethazan,Wave Money,Android,P2P Transfer,365500,0,365500,Pending
TXN-BPIY-19645354,21-Jan-24,Sunday,Pyae Htay,18-24,Female,Government Employee,Yangon,Tamwe,Wave Money,Android,P2P Transfer,101000,0,101000,Failed
TXN-ZYMR-25008990,30-Jan-24,Tuesday,Soe Thu,25-34,Male,Business Owner,Yangon,Hlaing,AYAPay,iOS,P2P Transfer,124500,0,124500,Pending
TXN-ZOMO-31913726,1-Oct-24,Tuesday,Myat Shwe,18-24,Female,Business Owner,Yangon,Mayangon,Wave Money,Android,P2P Transfer,113000,0,113000,Pending
TXN-MOHI-16904606,29-Oct-24,Tuesday,Mg Lwin,35-44,Female,Trader / Merchant,Yangon,Sanchaung,Wave Money,Feature Phone,Merchant Payment,102000,0,102000,Failed
TXN-UYEQ-39059926,13-Dec-24,Friday,Thida Lin,35-44,Female,Private Sector Employee,Naypyitaw,Zabuthiri,AYAPay,Android,Mobile Top-up,6000,0,6000,Failed
TXN-WQKK-95633574,7-Nov-24,Thursday,Soe San,25-34,Female,Government Employee,Yangon,Dagon,AYAPay,Feature Phone,Merchant Payment,146000,0,146000,Pending
TXN-JTNK-48143617,1-May-24,Wednesday,Pyae Min,35-44,Male,Government Employee,Yangon,Tamwe,KBZPay,Feature Phone,Bill Payment,33000,0,33000,Pending
TXN-MHXP-92459232,11-Jul-24,Thursday,Thu Lwin,25-34,Female,Freelancer,Yangon,Mingaladon,CB Pay,iOS,Bill Payment,62000,0,62000,Pending
TXN-DAQC-11097706,22-Jun-24,Saturday,Kyaw Nyi,25-34,Female,Business Owner,Yangon,Mayangon,KBZPay,Android,P2P Transfer,166000,0,166000,Pending
TXN-MZYW-16446208,5-Jan-24,Friday,Ko Lin,25-34,Female,Factory Worker,Yangon,Insein,AYAPay,Android,Mobile Top-up,7000,0,7000,Pending
TXN-YSLR-43422812,7-Aug-24,Wednesday,Thet Lwin,18-24,Female,Government Employee,Yangon,Insein,OK Dollar,Feature Phone,Bill Payment,8000,0,8000,Pending
TXN-CZGF-55344863,21-Oct-24,Monday,Ma Myint,25-34,Female,Freelancer,Yangon,Tamwe,Wave Money,Android,Bill Payment,65000,0,65000,Failed
TXN-UXCA-04573629,24-Feb-24,Saturday,Phyu Oo,18-24,Female,Private Sector Employee,Mandalay,Amarapura,CB Pay,iOS,Bill Payment,43500,0,43500,Failed
TXN-CPDH-15104813,4-May-24,Saturday,Myat Min,18-24,Male,Private Sector Employee,Yangon,Dagon,Wave Money,Feature Phone,Bill Payment,34500,0,34500,Failed
TXN-VMVD-23892796,8-May-24,Wednesday,Myo Thu,25-34,Male,Farmer,Yangon,Kamayut,AYAPay,Android,P2P Transfer,383000,0,383000,Failed
TXN-VEGX-40187794,25-Nov-24,Monday,Thura Min,25-34,Male,Government Employee,Mandalay,Amarapura,KBZPay,Android,Mobile Top-up,2000,0,2000,Failed
TXN-UKHJ-74999829,9-Oct-24,Wednesday,Thet Thu,25-34,Female,Government Employee,Yangon,Thingangyun,Wave Money,iOS,Merchant Payment,72500,0,72500,Failed
TXN-UKPA-58805789,21-Dec-24,Saturday,Ma Aye,35-44,Female,Government Employee,Yangon,Kamayut,KBZPay,iOS,P2P Transfer,44000,0,44000,Failed
TXN-MLLE-91227970,30-Jul-24,Tuesday,Thura Nyi,35-44,Female,Government Employee,Myitkyina,Waingmaw,AYAPay,iOS,P2P Transfer,305500,0,305500,Failed
TXN-ACEU-82009798,19-Oct-24,Saturday,Htet Htun,45-54,Male,Private Sector Employee,Bago,Waw,OK Dollar,Android,Mobile Top-up,7500,0,7500,Failed
TXN-ZFVJ-35473562,17-Sep-24,Tuesday,Nan Zin,45-54,Female,Freelancer,Yangon,Tamwe,AYAPay,Feature Phone,P2P Transfer,313500,0,313500,Failed
TXN-PWAX-03571148,29-Oct-24,Tuesday,Phyu Shwe,25-34,Female,Trader / Merchant,Yangon,Kamayut,AYAPay,Android,P2P Transfer,47000,0,47000,Failed
TXN-VWKB-90192148,30-Jan-24,Tuesday,Nge Myint,18-24,Male,Freelancer,Mandalay,Amarapura,Wave Money,Android,Merchant Payment,64500,0,64500,Failed
TXN-PQJN-99210739,27-Aug-24,Tuesday,Htet Naing,25-34,Male,Business Owner,Yangon,Insein,OK Dollar,Android,P2P Transfer,180500,0,180500,Failed
TXN-TFDE-07753791,7-Dec-24,Saturday,Thida Maung,18-24,Male,Private Sector Employee,Yangon,Tamwe,Wave Money,Feature Phone,P2P Transfer,430000,0,430000,Pending
TXN-QPAZ-74889095,5-Dec-24,Thursday,Myo Min,25-34,Male,Business Owner,Mandalay,Maha Aungmye,CB Pay,iOS,Bill Payment,47500,0,47500,Pending
TXN-QSDC-87826474,1-Jul-24,Monday,Pyae Moe,18-24,Male,Private Sector Employee,Naypyitaw,Dekkhina,Wave Money,Feature Phone,P2P Transfer,183500,0,183500,Failed
TXN-AGDL-70423107,17-Jan-24,Wednesday,Mg Nyi,25-34,Male,Trader / Merchant,Mandalay,Amarapura,Wave Money,Android,P2P Transfer,253000,0,253000,Failed
TXN-PWBR-23837521,12-Jun-24,Wednesday,Phyu Aye,25-34,Male,Private Sector Employee,Yangon,Insein,CB Pay,Android,Merchant Payment,51000,0,51000,Failed
TXN-HECV-70746876,4-Jan-24,Thursday,Myo San,35-44,Female,Private Sector Employee,Mandalay,Amarapura,Wave Money,Android,Bill Payment,127000,0,127000,Failed
TXN-RASA-11169834,5-Aug-24,Monday,Phyo Myint,25-34,Male,Private Sector Employee,Sittwe,Ponnagyun,KBZPay,Feature Phone,Mobile Top-up,8000,0,8000,Pending
TXN-YJVG-02477946,16-Dec-24,Monday,Naing San,35-44,Male,Farmer,Dawei,Yebyu,AYAPay,Feature Phone,Merchant Payment,66000,0,66000,Pending
TXN-VLBX-30032852,1-Nov-24,Friday,Phyu Lwin,55+,Male,Government Employee,Yangon,Thingangyun,AYAPay,Android,Cash In,83500,0,83500,Pending
TXN-IVNC-91430075,2-Nov-24,Saturday,Wai Aung,45-54,Male,Trader / Merchant,Naypyitaw,Dekkhina,CB Pay,Android,P2P Transfer,46000,0,46000,Failed
TXN-ZINX-23229480,10-Oct-24,Thursday,Su Phyo,35-44,Male,Government Employee,Bago,Tanatpin,KBZPay,Android,Merchant Payment,63500,0,63500,Failed
TXN-OWKJ-24539591,7-Sep-24,Saturday,Zaw Aye,25-34,Female,Private Sector Employee,Mawlamyine,Mawlamyine Township,AYAPay,Android,Cash In,46500,0,46500,Failed
TXN-GJWM-91074576,4-Apr-24,Thursday,Thura Hlaing,25-34,Male,Private Sector Employee,Yangon,Thingangyun,KBZPay,Android,P2P Transfer,18000,0,18000,Pending
TXN-OSCI-24857072,11-Mar-24,Monday,Naing Aung,18-24,Male,Private Sector Employee,Yangon,Bahan,AYAPay,Android,P2P Transfer,342500,0,342500,Failed
TXN-YGXH-41787543,27-Apr-24,Saturday,Nge Win,25-34,Male,Private Sector Employee,Yangon,Mingaladon,KBZPay,Android,Bill Payment,33000,0,33000,Failed
TXN-SCSO-82513319,23-Oct-24,Wednesday,Thu Aung,25-34,Female,Private Sector Employee,Yangon,Insein,Wave Money,Android,Bill Payment,41000,0,41000,Pending
TXN-KYFN-38138546,8-Nov-24,Friday,Thura Aye,25-34,Female,Private Sector Employee,Yangon,Thingangyun,OK Dollar,Android,Merchant Payment,54000,0,54000,Pending
TXN-RGRS-39418458,3-Dec-24,Tuesday,Phyo Tun,55+,Male,Government Employee,Bago,Tanatpin,Wave Money,Android,P2P Transfer,130500,0,130500,Failed
TXN-WEBR-13496827,27-Sep-24,Friday,Daw Myint,45-54,Male,Freelancer,Yangon,Sanchaung,Wave Money,Feature Phone,Bill Payment,64500,0,64500,Pending
TXN-LMHR-19289500,20-May-24,Monday,Min Htay,25-34,Female,Government Employee,Mandalay,Maha Aungmye,CB Pay,Feature Phone,Bill Payment,28000,0,28000,Failed
TXN-AFHC-99721926,30-Jan-24,Tuesday,Thura Nyi,25-34,Female,Factory Worker,Naypyitaw,Pobbathiri,AYAPay,iOS,Cash In,78000,0,78000,Pending
TXN-NTSM-57194401,14-Jul-24,Sunday,Htet Zaw,35-44,Male,Business Owner,Yangon,Insein,KBZPay,Android,P2P Transfer,97500,0,97500,Failed
TXN-QSED-41398880,17-May-24,Friday,Thet Oo,35-44,Male,Private Sector Employee,Yangon,Hlaing,AYAPay,Android,P2P Transfer,57500,0,57500,Failed
TXN-YAZK-32234978,13-Jul-24,Saturday,Khin Lay,25-34,Male,Factory Worker,Pathein,Maubin,KBZPay,Feature Phone,Mobile Top-up,6000,0,6000,Failed
TXN-MAVQ-61619861,19-Jan-24,Friday,Wai Zin,35-44,Female,Private Sector Employee,Mawlamyine,Kyaikmaraw,Wave Money,Android,P2P Transfer,152500,0,152500,Pending
TXN-FLBX-47760515,26-May-24,Sunday,Zaw Myint,45-54,Male,Government Employee,Mandalay,Patheingyi,OK Dollar,Android,Cash Out,76500,1000,75500,Completed
TXN-YESM-84085318,18-Apr-24,Thursday,Kyaw Thu,55+,Male,Freelancer,Mandalay,Chanayethazan,Wave Money,iOS,Cash Out,101000,1500,99500,Completed
TXN-DAVY-02981187,10-Mar-24,Sunday,Phyo Moe,35-44,Male,Government Employee,Dawei,Longlon,Wave Money,iOS,Cash Out,180000,1500,178500,Completed
TXN-WQTG-21390346,4-Nov-24,Monday,Daw Lay,25-34,Male,Government Employee,Yangon,Kamayut,AYAPay,Android,Cash Out,262000,3500,258500,Completed
TXN-MPNR-66984104,17-May-24,Friday,Thu Nge,35-44,Female,Business Owner,Mawlamyine,Kyaikmaraw,CB Pay,Android,P2P Transfer,36000,500,35500,Completed
TXN-EJRT-57093013,13-Jun-24,Thursday,Mg Tun,35-44,Female,Private Sector Employee,Yangon,Insein,CB Pay,Android,P2P Transfer,500000,1000,499000,Completed
TXN-MEFV-50425113,19-Mar-24,Tuesday,Ko Soe,55+,Male,Student,Yangon,Bahan,Wave Money,iOS,Cash Out,116500,2500,114000,Completed
TXN-XBKA-25543934,13-Apr-24,Saturday,Shwe Shwe,18-24,Female,Business Owner,Yangon,Hlaing,OK Dollar,Android,Cash Out,75000,1000,74000,Failed
TXN-SGOF-41610280,17-Jun-24,Monday,Kyaw Tun,25-34,Female,Student,Taunggyi,Hopong,CB Pay,Android,P2P Transfer,183500,500,183000,Completed
TXN-KSDF-28326792,14-Jul-24,Sunday,Myat Oo,25-34,Male,Business Owner,Yangon,Mayangon,KBZPay,Android,Cash Out,258500,1500,257000,Completed
TXN-LFMD-72220901,5-Nov-24,Tuesday,Daw Oo,45-54,Female,Business Owner,Bago,Waw,KBZPay,Android,Cash Out,66000,1000,65000,Completed
TXN-PRJE-44956504,14-Feb-24,Wednesday,Kyaw Phyo,35-44,Male,Private Sector Employee,Yangon,Dagon,Wave Money,iOS,Cash Out,280500,3500,277000,Completed
TXN-EILR-28865513,24-Nov-24,Sunday,Zaw Htun,25-34,Female,Freelancer,Mandalay,Patheingyi,OK Dollar,Android,P2P Transfer,123000,1000,122000,Completed
TXN-XOSU-32532165,4-Dec-24,Wednesday,Wai Thant,25-34,Male,Factory Worker,Yangon,Tamwe,CB Pay,Android,P2P Transfer,131500,1000,130500,Completed
TXN-HSVK-59177173,23-Jan-24,Tuesday,Khin Thant,18-24,Male,Farmer,Mandalay,Amarapura,AYAPay,Android,Cash Out,183000,1500,181500,Pending
TXN-BODW-44149572,24-Jun-24,Monday,Thet Hlaing,18-24,Female,Freelancer,Yangon,Mingaladon,AYAPay,Android,Cash Out,275000,2500,272500,Completed
TXN-RLAN-39385681,4-Dec-24,Wednesday,Phyu Htay,55+,Male,Trader / Merchant,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,Cash Out,443500,5500,438000,Completed
TXN-QPDT-02560685,16-Dec-24,Monday,Daw Hlaing,18-24,Female,Private Sector Employee,Yangon,Mayangon,OK Dollar,Feature Phone,Cash Out,241500,2000,239500,Completed
TXN-PMLP-40291948,11-May-24,Saturday,Aung Shwe,25-34,Female,Farmer,Taunggyi,Lawksawk,OK Dollar,Android,P2P Transfer,180500,1000,179500,Completed
TXN-UTAQ-17553640,12-Nov-24,Tuesday,Ma Htay,25-34,Female,Business Owner,Pathein,Yegyi,Wave Money,Android,Cash Out,80000,1000,79000,Completed
TXN-XBAH-22881524,12-Feb-24,Monday,Shwe Naing,25-34,Male,Business Owner,Yangon,Thingangyun,CB Pay,Feature Phone,P2P Transfer,218500,1000,217500,Completed
TXN-BSCJ-07745743,7-Jul-24,Sunday,Htet Phyo,35-44,Female,Freelancer,Yangon,Thingangyun,KBZPay,iOS,Cash Out,183000,1500,181500,Completed
TXN-KXZY-72166807,25-Sep-24,Wednesday,Myo Mon,25-34,Male,Business Owner,Yangon,Mayangon,CB Pay,Android,P2P Transfer,88500,1000,87500,Completed
TXN-LNCQ-03359615,13-Jan-24,Saturday,Su San,55+,Female,Freelancer,Yangon,Mingaladon,OK Dollar,Feature Phone,P2P Transfer,309500,1000,308500,Failed
TXN-EZVG-00102736,1-Jun-24,Saturday,Phyu Min,25-34,Female,Trader / Merchant,Pathein,Yegyi,Wave Money,Android,Cash Out,500000,5000,495000,Completed
TXN-TZZJ-05303798,5-Jul-24,Friday,Nan Nge,18-24,Male,Private Sector Employee,Yangon,Mayangon,CB Pay,Feature Phone,P2P Transfer,49000,500,48500,Completed
TXN-IULF-77238117,17-Sep-24,Tuesday,Ko Wai,35-44,Male,Trader / Merchant,Mawlamyine,Mudon,CB Pay,Feature Phone,P2P Transfer,179500,500,179000,Completed
TXN-ARSZ-90147044,23-Feb-24,Friday,Pyae Min,25-34,Female,Business Owner,Yangon,Mayangon,KBZPay,iOS,Cash Out,71500,500,71000,Completed
TXN-TJUC-14225371,14-Nov-24,Thursday,Thida Oo,25-34,Male,Private Sector Employee,Yangon,Insein,Wave Money,Android,Cash Out,178500,2000,176500,Completed
TXN-ZRWF-16096351,18-Oct-24,Friday,Myo Soe,45-54,Female,Business Owner,Yangon,Hlaing,OK Dollar,Android,Cash Out,288500,3000,285500,Failed
TXN-IHBG-54982227,3-Feb-24,Saturday,Htet Htun,25-34,Male,Freelancer,Yangon,Mingaladon,CB Pay,Android,P2P Transfer,101500,1000,100500,Completed
TXN-CSAK-70966627,2-Sep-24,Monday,Wai Thu,45-54,Male,Business Owner,Pathein,Maubin,OK Dollar,Android,P2P Transfer,153000,500,152500,Completed
